run_id,param_name,param_value,mass_kg,drag_area_m2,cd,ballistic_coeff_kg_m2,ballistic_factor_m2_kg,initial_altitude_km,initial_eccentricity,initial_inclination_deg,initial_raan_deg,final_altitude_km,final_eccentricity,deorbit_detected,lifetime_seconds,lifetime_hours,lifetime_days,initial_energy_j_kg,final_energy_j_kg,energy_loss_j_kg,mean_decay_rate_km_day,computation_time_ms
1,cd,1.5,4.0,0.09,1.5,29.629629629629626,0.03375,300.0,0.001,51.6,45.0,1.862645149230957e-12,0.9973287445959468,True,911268.3394183156,253.13009428286543,10.547087261786059,-29873246.080381397,-62421760.18511233,32548514.10473093,28.44387199553668,57507.541090017185
2,cd,1.5384615384615385,4.0,0.09,1.5384615384615385,28.888888888888886,0.03461538461538462,300.0,0.001,51.6,45.0,0.0,0.9981699365226366,True,888562.2540463408,246.82284834620577,10.284285347758575,-29873246.080381397,-62423388.38102553,32550142.300644133,29.170719194930154,57731.08133394271
3,cd,1.5769230769230769,4.0,0.09,1.5769230769230769,28.184281842818432,0.035480769230769225,300.0,0.001,51.6,45.0,0.0,0.9979337756620807,True,866961.6363784741,240.82267677179834,10.034278198824932,-29873246.080381397,-62422938.66362015,32549692.583238754,29.89751669782602,53802.00143001275
4,cd,1.6153846153846154,4.0,0.09,1.6153846153846154,27.513227513227513,0.03634615384615385,300.0,0.001,51.6,45.0,-9.313225746154785e-13,0.9982728914519301,True,846379.7683471532,235.10549120754257,9.796062133647606,-29873246.080381397,-62423598.04110822,32550351.960726824,30.624550549711,52859.22036500415
5,cd,1.6538461538461537,4.0,0.09,1.6538461538461537,26.8733850129199,0.037211538461538456,300.0,0.001,51.6,45.0,0.0,0.9981839976072804,True,826772.5804713821,229.65905013093948,9.569127088789145,-29873246.080381397,-62423431.79133095,32550185.71094955,31.35082199414715,50916.91406600876
6,cd,1.6923076923076923,4.0,0.09,1.6923076923076923,26.262626262626263,0.03807692307692308,300.0,0.001,51.6,45.0,2.7939677238464356e-12,0.9983391532743967,True,808046.1664695874,224.45726846377426,9.352386185990595,-29873246.080381397,-62423735.92115552,32550489.840774123,32.0773751247978,53029.43980903365
7,cd,1.7307692307692308,4.0,0.09,1.7307692307692308,25.679012345679013,0.03894230769230769,300.0,0.001,51.6,45.0,-1.862645149230957e-12,0.9978574657044275,True,790147.7322790796,219.48548118863323,9.145228382859719,-29873246.080381397,-62422811.78430755,32549565.70392615,32.8039921411117,52560.56650204118
8,cd,1.7692307692307692,4.0,0.09,1.7692307692307692,25.120772946859905,0.03980769230769231,300.0,0.001,51.6,45.0,-9.313225746154785e-13,0.9981791448821968,True,773036.7178812103,214.73242163366953,8.94718423473623,-29873246.080381397,-62423436.59668632,32550190.51630492,33.530101999609165,47907.70026796963
9,cd,1.8076923076923077,4.0,0.09,1.8076923076923077,24.58628841607565,0.04067307692307692,300.0,0.001,51.6,45.0,0.0,0.9975558381028115,True,756651.94856531,210.18109682369723,8.757545700987384,-29873246.080381397,-62422238.99951061,32548992.91912921,34.25617293280879,48622.57212604163
10,cd,1.8461538461538463,4.0,0.09,1.8461538461538463,24.074074074074073,0.04153846153846154,300.0,0.001,51.6,45.0,-9.313225746154785e-13,0.9984560351408668,True,740952.7809433076,205.82021692869654,8.575842372029022,-29873246.080381397,-62423978.97180329,32550732.891421895,34.981986256939756,47808.295829978306
