run_id,param_name,param_value,mass_kg,drag_area_m2,cd,ballistic_coeff_kg_m2,ballistic_factor_m2_kg,initial_altitude_km,initial_eccentricity,initial_inclination_deg,initial_raan_deg,final_altitude_km,final_eccentricity,deorbit_detected,lifetime_seconds,lifetime_hours,lifetime_days,initial_energy_j_kg,final_energy_j_kg,energy_loss_j_kg,mean_decay_rate_km_day,computation_time_ms
11,drag_area,0.10526315789473684,4.0,0.10526315789473684,2.2,17.272727272727273,0.05789473684210526,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,24769.076994038187
12,drag_area,0.11578947368421054,4.0,0.11578947368421054,2.2,15.702479338842972,0.0636842105263158,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,25024.24720203271
13,drag_area,0.12631578947368421,4.0,0.12631578947368421,2.2,14.393939393939391,0.06947368421052633,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,25585.386661987286
14,drag_area,0.1368421052631579,4.0,0.1368421052631579,2.2,13.286713286713285,0.07526315789473685,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,24962.75094198063
15,drag_area,0.14736842105263157,4.0,0.14736842105263157,2.2,12.337662337662339,0.08105263157894736,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,25251.277517993003
16,drag_area,0.15789473684210528,4.0,0.15789473684210528,2.2,11.515151515151512,0.08684210526315791,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,24892.281768028624
17,drag_area,0.16842105263157894,4.0,0.16842105263157894,2.2,10.795454545454545,0.09263157894736843,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,21521.311827993486
18,drag_area,0.17894736842105263,4.0,0.17894736842105263,2.2,10.16042780748663,0.09842105263157895,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,17896.53805299895
19,drag_area,0.18947368421052632,4.0,0.18947368421052632,2.2,9.595959595959595,0.10421052631578949,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,17175.49841897562
20,drag_area,0.2,4.0,0.2,2.2,9.09090909090909,0.11000000000000001,25000.0,0.001,51.6,45.0,24979.14160096481,0.0009497631757366833,False,2592000.0,720.0,30.0,-6351848.188706167,-6351850.855958402,2.6672522351145744,0.6952799678396938,17278.30929600168
